USPS	GEOID	ANSICODE	NAME	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                               
NC	37093	01008563	Hoke County	1010380313	3981006	390.11	1.537	35.017233	-79.241964                                                                                                                      
NC	37095	01008564	Hyde County	1585933592	2192961833	612.332	846.707	35.408157	-76.153687                                                                                                                
NC	37097	01008565	Iredell County	1487115275	61893483	574.178	23.897	35.806355	-80.874539                                                                                                                
NC	37099	01008566	Jackson County	1272156138	9781460	491.182	3.777	35.279929	-83.122478                                                                                                                  
NC	37101	01026327	Johnston County	2049282622	11562555	791.232	4.464	35.5134	-78.367311                                                                                                                  
NC	37103	01026338	Jones County	1220837016	6031827	471.368	2.329	35.032268	-77.356195                                                                                                                    
NC	37105	01008567	Lee County	660580685	10752017	255.052	4.151	35.476336	-79.172117                                                                                                                      
NC	37107	01008568	Lenoir County	1033630023	5900300	399.087	2.278	35.240068	-77.63551                                                                                                                    
NC	37109	01008569	Lincoln County	766177348	23377500	295.823	9.026	35.488491	-81.226892                                                                                                                  
NC	37111	01025836	McDowell County	1139478112	13977177	439.955	5.397	35.682232	-82.048029                                                                                                                
NC	37113	01025833	Macon County	1335355308	10593473	515.584	4.09	35.152959	-83.421901                                                                                                                    
NC	37115	01025834	Madison County	1164497728	4840762	449.615	1.869	35.864078	-82.712731                                                                                                                  
NC	37117	01026328	Martin County	1182135018	746610	456.425	0.288	35.847301	-77.119602                                                                                                                    
NC	37119	01008570	Mecklenburg County	1356030322	56685361	523.566	21.886	35.246862	-80.833832                                                                                                            
NC	37121	01008571	Mitchell County	573038008	1629508	221.251	0.629	36.013102	-82.163554                                                                                                                  
NC	37123	01008572	Montgomery County	1273046508	25919921	491.526	10.008	35.334415	-79.906602                                                                                                             
NC	37125	01008573	Moore County	1806961891	20736340	697.672	8.006	35.308272	-79.492725                                                                                                                   
NC	37127	01008574	Nash County	1399739716	6177826	540.443	2.385	35.965945	-77.987555                                                                                                                     
NC	37129	01026329	New Hanover County	497789754	353951640	192.198	136.661	34.183442	-77.864209                                                                                                           
NC	37131	01008575	Northampton County	1389889811	36034131	536.639	13.913	36.421774	-77.398352                                                                                                            
NC	37133	01026341	Onslow County	1973376983	371063373	761.925	143.268	34.763109	-77.499469                                                                                                               
NC	37135	01008576	Orange County	1029600383	8876665	397.531	3.427	36.062526	-79.120034                                                                                                                   
NC	37137	01023355	Pamlico County	871556645	583050685	336.51	225.117	35.147575	-76.665268                                                                                                                
NC	37139	01026330	Pasquotank County	587616451	161745166	226.88	62.45	36.265184	-76.260696                                                                                                               
NC	37141	01026129	Pender County	2256645184	162833567	871.296	62.87	34.512556	-77.888106                                                                                                                 
NC	37143	01025841	Perquimans County	640099676	211829497	247.144	81.788	36.180897	-76.403244                                                                                                             
NC	37145	01008577	Person County	1016141549	31218720	392.334	12.054	36.386336	-78.965644                                                                                                                 
NC	37147	01008578	Pitt County	1689619168	8248766	652.366	3.185	35.592965	-77.373138                                                                                                                     
NC	37149	01008579	Polk County	615606300	1964035	237.687	0.758	35.277901	-82.167621                                                                                                                      
NC	37151	01008580	Randolph County	2026174233	19822770	782.31	7.654	35.709915	-79.806215                                                                                                                 
NC	37153	01008581	Richmond County	1226882608	15537990	473.702	5.999	35.004636	-79.755695                                                                                                                
NC	37155	01026130	Robeson County	2453425443	5097482	947.273	1.968	34.63921	-79.100881                                                                                                                   
NC	37157	01008582	Rockingham County	1464974390	18468477	565.63	7.131	36.381806	-79.782754                                                                                                               
NC	37159	01008583	Rowan County	1324722118	32235596	511.478	12.446	35.641329	-80.521722                                                                                                                  
NC	37161	01008584	Rutherford County	1464487608	4681435	565.442	1.808	35.402747	-81.919582                                                                                                               
NC	37163	01026131	Sampson County	2449357429	4923826	945.702	1.901	34.989298	-78.371174                                                                                                                  
NC	37165	01008585	Scotland County	826556054	3841985	319.135	1.483	34.840023	-79.477337                                                                                                                  
NC	37167	01025844	Stanly County	1023370455	25242751	395.126	9.746	35.310449	-80.254374                                                                                                                  
NC	37169	01008586	Stokes County	1162938788	17584342	449.013	6.789	36.393506	-80.266199                                                                                                                  
NC	37171	01008587	Surry County	1382436644	10286511	533.762	3.972	36.415416	-80.686463                                                                                                                   
NC	37173	01008588	Swain County	1366812262	32414382	527.729	12.515	35.568849	-83.465614                                                                                                                  
NC	37175	01008589	Transylvania County	980105287	5145714	378.421	1.987	35.210079	-82.816653                                                                                                              
NC	37177	01026332	Tyrrell County	1012110887	534568389	390.778	206.398	35.87042	-76.165345                                                                                                               
NC	37179	01008590	Union County	1636332950	20337550	631.792	7.852	34.991817	-80.530435                                                                                                                   
NC	37181	01008591	Vance County	653705784	42187365	252.397	16.289	36.365481	-78.405434                                                                                                                   
NC	37183	01008592	Wake County	2162148714	58100780	834.81	22.433	35.789846	-78.650624                                                                                                                    
NC	37185	01008593	Warren County	1111325893	39407120	429.085	15.215	36.398105	-78.099899                                                                                                                 
NC	37187	01026331	Washington County	897456200	195282200	346.51	75.399	35.844713	-76.572291                                                                                                              
NC	37189	01008594	Watauga County	809160511	2332417	312.419	0.901	36.235368	-81.709888                                                                                                                   
NC	37191	01026128	Wayne County	1434638257	9855192	553.917	3.805	35.35419	-78.00867                                                                                                                      
NC	37193	01008595	Wilkes County	1954249751	6862434	754.54	2.65	36.208883	-81.166095                                                                                                                     
NC	37195	01008596	Wilson County	952010950	14334531	367.573	5.535	35.700357	-77.921598                                                                                                                   
NC	37197	01008597	Yadkin County	867492667	7236018	334.941	2.794	36.158765	-80.665164                                                                                                                    
NC	37199	01008598	Yancey County	809602887	1531168	312.589	0.591	35.889455	-82.304119                                                                                                                    
ND	38001	01034210	Adams County	2557960600	2833854	987.634	1.094	46.096815	-102.533198                                                                                                                   
ND	38003	01034225	Barnes County	3863107435	56591279	1491.554	21.85	46.94255	-98.070195                                                                                                                  
ND	38005	01034216	Benson County	3596568808	131708144	1388.643	50.853	48.071743	-99.351152                                                                                                               
ND	38007	01035616	Billings County	2975481852	11990484	1148.84	4.63	47.007044	-103.364016                                                                                                                
ND	38009	01034227	Bottineau County	4321196493	74864998	1668.423	28.906	48.794412	-100.831257                                                                                                            
ND	38011	01035619	Bowman County	3009306320	13587978	1161.9	5.246	46.110144	-103.505943                                                                                                                  
ND	38013	01034235	Burke County	2858266385	65700367	1103.583	25.367	48.786453	-102.520087                                                                                                                
ND	38015	01035614	Burleigh County	4228239131	92618423	1632.532	35.76	46.971843	-100.462001                                                                                                              
ND	38017	01034226	Cass County	4571107601	7732062	1764.915	2.985	46.927003	-97.252375                                                                                                                    
ND	38019	01035304	Cavalier County	3855846888	54931562	1488.751	21.209	48.768439	-98.46379                                                                                                               
ND	38021	01035622	Dickey County	2930494902	27610562	1131.47	10.66	46.107756	-98.496518                                                                                                                  
ND	38023	01034234	Divide County	3265315042	86629398	1260.745	33.448	48.814754	-103.509326                                                                                                               
ND	38025	01035623	Dunn County	5201888569	190575791	2008.46	73.582	47.354575	-102.612372                                                                                                                 
ND	38027	01034222	Eddy County	1632134148	36114199	630.171	13.944	47.723436	-98.900474                                                                                                                   
ND	38029	01035615	Emmons County	3912007898	115480697	1510.435	44.587	46.284255	-100.237842                                                                                                              
ND	38031	01034223	Foster County	1645810432	29450853	635.451	11.371	47.471431	-98.872876                                                                                                                 
ND	38033	01035617	Golden Valley County	2593894350	4147470	1001.508	1.601	46.938924	-103.844612                                                                                                          
ND	38035	01034218	Grand Forks County	3720138079	8156569	1436.353	3.149	47.926003	-97.450851                                                                                                             
ND	38037	01035300	Grant County	4297180181	17563262	1659.151	6.781	46.357827	-101.639049                                                                                                                 
ND	38039	01034219	Griggs County	1835826857	19759408	708.817	7.629	47.456334	-98.232286                                                                                                                  
ND	38041	01034209	Hettinger County	2932411624	4036912	1132.211	1.559	46.435704	-102.454238                                                                                                              
ND	38043	01034206	Kidder County	3499507647	211725374	1351.168	81.748	46.938273	-99.731198                                                                                                               
ND	38045	01035621	LaMoure County	2967976309	12813378	1145.942	4.947	46.464195	-98.526057                                                                                                                
ND	38047	01035620	Logan County	2571326104	47715596	992.795	18.423	46.469278	-99.504585                                                                                                                  
ND	38049	01035305	McHenry County	4853553119	97384707	1873.967	37.6	48.233842	-100.633267                                                                                                                
ND	38051	01034211	McIntosh County	2524546488	51817666	974.733	20.007	46.117034	-99.443041                                                                                                               
ND	38053	01035299	McKenzie County	7149551309	260198853	2760.457	100.463	47.742475	-103.403215                                                                                                           
ND	38055	01034232	McLean County	5466428300	563112245	2110.6	217.419	47.530459	-101.353087                                                                                                               
ND	38057	01034233	Mercer County	2701236315	180102277	1042.953	69.538	47.307147	-101.833328                                                                                                              
ND	38059	01034207	Morton County	4988626570	50054878	1926.12	19.326	46.710819	-101.298265                                                                                                                
ND	38061	01035307	Mountrail County	4727469721	301107657	1825.286	116.258	48.210291	-102.364756                                                                                                          
ND	38063	01034217	Nelson County	2542787677	70033883	981.776	27.04	47.918667	-98.204428                                                                                                                  
ND	38065	01034205	Oliver County	1871296135	22476236	722.512	8.678	47.118079	-101.33142                                                                                                                  
ND	38067	01034212	Pembina County	2897408189	7010908	1118.696	2.707	48.766896	-97.545405                                                                                                                 
ND	38069	01034230	Pierce County	2637787590	165445738	1018.456	63.879	48.238883	-99.966497                                                                                                               
ND	38071	01034215	Ramsey County	3074174337	295182394	1186.945	113.971	48.266163	-98.739031                                                                                                              
ND	38073	01035301	Ransom County	2233494166	3581125	862.357	1.383	46.449276	-97.647554                                                                                                                   
ND	38075	01034229	Renville County	2271556737	40648334	877.053	15.694	48.712781	-101.658152                                                                                                              
ND	38077	01035302	Richland County	3718608511	25035912	1435.763	9.666	46.265219	-96.93796                                                                                                                
ND	38079	01034228	Rolette County	2338953786	93938154	903.075	36.27	48.768271	-99.840463                                                                                                                 
ND	38081	01035303	Sargent County	2223531669	21728402	858.51	8.389	46.108206	-97.63003                                                                                                                   
ND	38083	01034203	Sheridan County	2518459184	86143152	972.383	33.26	47.581359	-100.330986                                                                                                               
ND	38085	01034208	Sioux County	2833690974	88449900	1094.094	34.151	46.110618	-101.061284                                                                                                                
ND	38087	01035896	Slope County	3146544262	10978000	1214.888	4.239	46.445834	-103.462462                                                                                                                 
ND	38089	01035618	Stark County	3457000613	14109003	1334.755	5.448	46.817031	-102.662026                                                                                                                 
ND	38091	01034220	Steele County	1844613572	8424876	712.209	3.253	47.451062	-97.71892                                                                                                                    
ND	38093	01034224	Stutsman County	5754301968	197312587	2221.749	76.183	46.972223	-98.956123                                                                                                             
ND	38095	01034213	Towner County	2653593200	43823568	1024.558	16.92	48.682183	-99.248158                                                                                                                 
ND	38097	01034221	Traill County	2232438250	1462184	861.949	0.565	47.446215	-97.164754                                                                                                                   
ND	38099	01034214	Walsh County	3319505703	32184979	1281.668	12.427	48.376979	-97.72223                                                                                                                  
ND	38101	01034231	Ward County	5214059942	110820843	2013.16	42.788	48.216686	-101.540537                                                                                                                 
ND	38103	01034204	Wells County	3291081473	50967324	1270.694	19.679	47.580881	-99.682254                                                                                                                 
ND	38105	01035306	Williams County	5381129960	182522236	2077.666	70.472	48.355765	-103.501333                                                                                                            
OH	39001	01074014	Adams County	1512208934	6165939	583.867	2.381	38.834468	-83.478082                                                                                                                    
OH	39003	01074015	Allen County	1042470095	11266164	402.5	4.35	40.771627	-84.106103                                                                                                                      
OH	39005	01074016	Ashland County	1095444134	9962880	422.953	3.847	40.843273	-82.270127                                                                                                                  
OH	39007	01074017	Ashtabula County	1818360011	1724498213	702.073	665.833	41.906637	-80.745592                                                                                                           
OH	39009	01074018	Athens County	1304383737	12463875	503.625	4.812	39.332604	-82.045844                                                                                                                  
OH	39011	01074019	Auglaize County	1039603387	1345186	401.393	0.519	40.561309	-84.224018                                                                                                                 
OH	39013	01065575	Belmont County	1378212692	23682282	532.131	9.144	40.017682	-80.967727                                                                                                                 
OH	39015	01074020	Brown County	1269138602	8895019	490.017	3.434	38.931377	-83.866772                                                                                                                    
OH	39017	01074021	Butler County	1209498280	7863952	466.99	3.036	39.439747	-84.565734                                                                                                                    
OH	39019	01074022	Carroll County	1022030958	11192655	394.608	4.322	40.579884	-81.090787                                                                                                                 
OH	39021	01074023	Champaign County	1109624422	3638887	428.428	1.405	40.132775	-83.767604                                                                                                                
OH	39023	01074024	Clark County	1029475869	13070242	397.483	5.046	39.917032	-83.783676                                                                                                                   
OH	39025	01074025	Clermont County	1170958177	19831170	452.109	7.657	39.052084	-84.149614                                                                                                                
OH	39027	01074026	Clinton County	1058487159	9351754	408.684	3.611	39.429004	-83.795048                                                                                                                  
OH	39029	01074027	Columbiana County	1377680388	7255101	531.925	2.801	40.770073	-80.778455                                                                                                               
OH	39031	01074028	Coshocton County	1460530916	9243155	563.914	3.569	40.29671	-81.930109                                                                                                                 
OH	39033	01074029	Crawford County	1040619677	2359515	401.786	0.911	40.848524	-82.924783                                                                                                                 
OH	39035	01074030	Cuyahoga County	1184013873	2041890563	457.15	788.378	41.760392	-81.724217                                                                                                             
OH	39037	01074031	Darke County	1549071817	4245786	598.1	1.639	40.131542	-84.621248                                                                                                                      
OH	39039	01074032	Defiance County	1065649891	7073996	411.45	2.731	41.321679	-84.486433                                                                                                                  
OH	39041	01074033	Delaware County	1147867060	36610530	443.194	14.135	40.278941	-83.007462                                                                                                               
OH	39043	01074034	Erie County	651357083	969654879	251.49	374.386	41.554006	-82.525897                                                                                                                   
OH	39045	01074035	Fairfield County	1306421163	10746965	504.412	4.149	39.75262	-82.627329                                                                                                                
OH	39047	01074036	Fayette County	1052469899	1694037	406.361	0.654	39.555246	-83.461893                                                                                                                  
OH	39049	01074037	Franklin County	1378853105	29125601	532.378	11.245	39.969575	-83.006865                                                                                                               
OH	39051	01074038	Fulton County	1050092648	4621138	405.443	1.784	41.597264	-84.124267                                                                                                                   
OH	39053	01074039	Gallia County	1208307867	12085303	466.53	4.666	38.817046	-82.301746                                                                                                                   
OH	39055	01074040	Geauga County	1036429792	21045380	400.168	8.126	41.499322	-81.173505                                                                                                                  
OH	39057	01074041	Greene County	1071555583	6535068	413.73	2.523	39.687479	-83.894894                                                                                                                    
OH	39059	01074042	Guernsey County	1352631185	15666075	522.254	6.049	40.056665	-81.497875                                                                                                                
OH	39061	01074043	Hamilton County	1051353810	17350705	405.93	6.699	39.196927	-84.544187                                                                                                                 
OH	39063	01074044	Hancock County	1376210232	5959837	531.358	2.301	41.000471	-83.666034                                                                                                                  
OH	39065	01074045	Hardin County	1218342693	629922	470.405	0.243	40.660415	-83.664077                                                                                                                    
OH	39067	01074046	Harrison County	1042034970	21847164	402.332	8.435	40.292318	-81.091565                                                                                                                
OH	39069	01074047	Henry County	1077461474	9687645	416.01	3.74	41.331584	-84.0689                                                                                                                        
OH	39071	01074048	Highland County	1432479993	12194983	553.084	4.709	39.184422	-83.601359                                                                                                                
OH	39073	01074049	Hocking County	1091232274	5959003	421.327	2.301	39.490342	-82.483447                                                                                                                  
OH	39075	01074050	Holmes County	1094356029	3745075	422.533	1.446	40.565597	-81.930001                                                                                                                   
OH	39077	01074051	Huron County	1272965337	8615925	491.495	3.327	41.14508	-82.594641                                                                                                                     
OH	39079	01074052	Jackson County	1088598925	3167846	420.31	1.223	39.013477	-82.614142                                                                                                                   
OH	39081	01074053	Jefferson County	1057248945	7120755	408.206	2.749	40.399384	-80.763527                                                                                                                
OH	39083	01074054	Knox County	1361054324	10718576	525.506	4.138	40.40362	-82.422393                                                                                                                     
OH	39085	01074055	Lake County	593799763	1942309063	229.267	749.93	41.924116	-81.392643                                                                                                                  
OH	39087	01074056	Lawrence County	1174224653	10110033	453.371	3.904	38.603866	-82.517186                                                                                                                
OH	39089	01074057	Licking County	1767338086	12924074	682.373	4.99	40.091505	-82.483435                                                                                                                  
OH	39091	01074058	Logan County	1187337620	21597586	458.434	8.339	40.387553	-83.766343                                                                                                                   
OH	39093	01074059	Lorain County	1272272276	1119442372	491.227	432.219	41.438805	-82.179722                                                                                                              
OH	39095	01074060	Lucas County	883129493	660199684	340.978	254.905	41.682321	-83.468903                                                                                                                 
OH	39097	01074061	Madison County	1206646148	1919019	465.889	0.741	39.896607	-83.400885                                                                                                                  
OH	39099	01074062	Mahoning County	1065795297	35434368	411.506	13.681	41.01088	-80.770396                                                                                                                
OH	39101	01074063	Marion County	1045726876	908577	403.757	0.351	40.588034	-83.168803                                                                                                                    
OH	39103	01074064	Medina County	1091406463	4198457	421.394	1.621	41.116174	-81.899764                                                                                                                   
OH	39105	01074065	Meigs County	1113958478	7519824	430.102	2.903	39.089807	-82.028397                                                                                                                    
OH	39107	01074066	Mercer County	1197738404	28425902	462.449	10.975	40.535333	-84.632059                                                                                                                 
OH	39109	01074067	Miami County	1053028461	7967436	406.577	3.076	40.053326	-84.228413                                                                                                                    
OH	39111	01074068	Monroe County	1180317770	4495382	455.723	1.736	39.726253	-81.090987                                                                                                                   
OH	39113	01074069	Montgomery County	1195936288	6693457	461.754	2.584	39.753736	-84.290591                                                                                                               
OH	39115	01074070	Morgan County	1078539439	13873466	416.426	5.357	39.624946	-81.861697                                                                                                                  
OH	39117	01074071	Morrow County	1051881049	2819351	406.134	1.089	40.525266	-82.797729                                                                                                                   
OH	39119	01074072	Muskingum County	1721328762	20656658	664.609	7.976	39.966046	-81.943506                                                                                                               
OH	39121	01074073	Noble County	1030846457	16984489	398.012	6.558	39.767232	-81.452512                                                                                                                   
OH	39123	01074074	Ottawa County	660091271	855217016	254.863	330.201	41.545495	-83.012613                                                                                                                
OH	39125	01074075	Paulding County	1078561239	6245392	416.435	2.411	41.118948	-84.582125                                                                                                                 
OH	39127	01074076	Perry County	1056682426	11653682	407.987	4.5	39.743187	-82.237952                                                                                                                     
OH	39129	01074077	Pickaway County	1297966523	13998877	501.148	5.405	39.648947	-83.052827                                                                                                                
OH	39131	01074078	Pike County	1140324458	9567612	440.282	3.694	39.07136	-83.052909                                                                                                                      
OH	39133	01074079	Portage County	1262374971	43121843	487.406	16.649	41.168837	-81.197042                                                                                                                
OH	39135	01074080	Preble County	1098738405	6065437	424.225	2.342	39.73881	-84.644758                                                                                                                    
OH	39137	01074081	Putnam County	1249724511	4603965	482.521	1.778	41.024533	-84.129879                                                                                                                   
OH	39139	01074082	Richland County	1282720846	12470881	495.261	4.815	40.774159	-82.542781                                                                                                                
OH	39141	01074083	Ross County	1784986611	9938846	689.187	3.837	39.323818	-83.059581                                                                                                                     
OH	39143	01074084	Sandusky County	1057906601	23958602	408.46	9.25	41.355319	-83.142776                                                                                                                  
OH	39145	01074085	Scioto County	1580451539	15363856	610.216	5.932	38.814889	-82.998675                                                                                                                  
OH	39147	01074086	Seneca County	1427143576	4584953	551.023	1.77	41.119992	-83.127547                                                                                                                    
OH	39149	01074087	Shelby County	1055921780	7808224	407.694	3.015	40.33668	-84.204142                                                                                                                    
OH	39151	01065576	Stark County	1490043482	13657023	575.309	5.273	40.814131	-81.365667                                                                                                                   
OH	39153	01074088	Summit County	1069192868	18948340	412.818	7.316	41.121851	-81.534936                                                                                                                  
OH	39155	01074089	Trumbull County	1600938408	47766218	618.126	18.443	41.305911	-80.768701                                                                                                               
OH	39157	01074090	Tuscarawas County	1469659271	10390938	567.439	4.012	40.447448	-81.471157                                                                                                              
OH	39159	01074091	Union County	1118204745	13288624	431.741	5.131	40.295901	-83.367042                                                                                                                   
OH	39161	01074092	Van Wert County	1059698928	3281853	409.152	1.267	40.85552	-84.585775                                                                                                                  
OH	39163	01074093	Vinton County	1068008706	6781201	412.36	2.618	39.252042	-82.485961                                                                                                                    
OH	39165	01074094	Warren County	1039437339	15502922	401.329	5.986	39.425652	-84.169906                                                                                                                  
OH	39167	01074095	Washington County	1636799188	20784929	631.972	8.025	39.450684	-81.490653                                                                                                              
OH	39169	01074096	Wayne County	1437086621	5055679	554.862	1.952	40.829661	-81.887194                                                                                                                    
OH	39171	01074097	Williams County	1090296608	5507083	420.966	2.126	41.564958	-84.584323                                                                                                                 
OH	39173	01074098	Wood County	1598508447	8545541	617.188	3.299	41.360183	-83.622682                                                                                                                     
OH	39175	01074099	Wyandot County	1053773838	1783531	406.864	0.689	40.839782	-83.313681                                                                                                                  
OK	40001	01101788	Adair County	1485304967	9254749	573.479	3.573	35.898043	-94.651026                                                                                                                    
OK	40003	01101789	Alfalfa County	2244107192	38546675	866.455	14.883	36.729703	-98.323445                                                                                                                
OK	40005	01101790	Atoka County	2526582870	37283827	975.519	14.395	34.392469	-96.036558                                                                                                                  
OK	40007	01101791	Beaver County	4700042738	7347161	1814.697	2.837	36.748334	-100.483056                                                                                                                 
OK	40009	01101792	Beckham County	2335665266	5527154	901.805	2.134	35.270601	-99.690057                                                                                                                  
OK	40011	01101793	Blaine County	2404605819	26851760	928.424	10.368	35.877782	-98.428934                                                                                                                 
OK	40013	01101794	Bryan County	2342528103	102267324	904.455	39.486	33.964004	-96.264137                                                                                                                 
OK	40015	01101795	Caddo County	3310745123	30820525	1278.286	11.9	35.16792	-98.381045                                                                                                                    
OK	40017	01101796	Canadian County	2322265669	23229300	896.632	8.969	35.54341	-97.979844                                                                                                                 
OK	40019	01101797	Carter County	2129428214	30012909	822.177	11.588	34.251848	-97.287927                                                                                                                 
OK	40021	01101798	Cherokee County	1940958254	69624105	749.408	26.882	35.904367	-94.996796                                                                                                               
OK	40023	01101799	Choctaw County	1995215215	75666999	770.357	29.215	34.027645	-95.554208                                                                                                                
OK	40025	01101800	Cimarron County	4752113920	15923999	1834.802	6.148	36.74839	-102.517698                                                                                                               
OK	40027	01101801	Cleveland County	1395529148	49908184	538.817	19.27	35.206376	-97.323088                                                                                                               
OK	40029	01101802	Coal County	1338200617	12079759	516.682	4.664	34.582861	-96.288039                                                                                                                    
OK	40031	01101803	Comanche County	2769447440	37331078	1069.29	14.414	34.662628	-98.476597                                                                                                               
OK	40033	01101804	Cotton County	1638566730	24095321	632.654	9.303	34.290676	-98.373438                                                                                                                  
OK	40035	01101805	Craig County	1971897017	3697828	761.354	1.428	36.76389	-95.201553                                                                                                                     
OK	40037	01101806	Creek County	2460877094	50957689	950.15	19.675	35.907732	-96.379793                                                                                                                   
OK	40039	01101807	Custer County	2561032754	34321688	988.82	13.252	35.645601	-98.997386                                                                                                                  
OK	40041	01101808	Delaware County	1911798952	140253641	738.15	54.152	36.393375	-94.808217                                                                                                               
OK	40043	01101809	Dewey County	2588642249	22679881	999.48	8.757	35.97796	-99.014385                                                                                                                     
OK	40045	01101810	Ellis County	3189606147	952235	1231.514	0.368	36.224258	-99.750139                                                                                                                    
OK	40047	01101811	Garfield County	2741479095	4075930	1058.491	1.574	36.378273	-97.787729                                                                                                                
OK	40049	01101812	Garvin County	2077332600	30111858	802.063	11.626	34.70935	-97.312723                                                                                                                  
OK	40051	01101813	Grady County	2850272919	11403868	1100.497	4.403	35.021058	-97.88689                                                                                                                   
OK	40053	01101814	Grant County	2592244840	7021951	1000.871	2.711	36.788254	-97.788151                                                                                                                   
OK	40055	01101815	Greer County	1655842972	11157422	639.325	4.308	34.933853	-99.552968                                                                                                                   
OK	40057	01101816	Harmon County	1391326397	3800411	537.194	1.467	34.745971	-99.844194                                                                                                                   
